Auktion;Art;Klas.;Sort;Redskab;MSC;SeaPacked;Ks;Kilo;Slant;Ialt;Pris;Total;Område;Dato;Redskab;Sælger;Sælger navn;Sælger adresse;Post nr.;By;Land;Tlf;Email;Landingsdato;Fangst start;Fangst slut;FAO;Latin;Parti nr.
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;1;0;25;25;68;1700;27. 3A;06-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;06-01-2020;;;COD;Gadus Morhua;6,01202E+11
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;3;25;24;74;41;3034;27. 3A;06-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;06-01-2020;;;COD;Gadus Morhua;6,01202E+11
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;1;0;4;4;41;164;27. 3AN;06-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;06-01-2020;04-01-2020;06-01-2020;COD;Gadus Morhua;6,01202E+11
Skagen;Torsk;E;5;TRAWL;FALSK;FALSK;0;0;4;4;25;100;27. 3AN;06-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;06-01-2020;04-01-2020;06-01-2020;COD;Gadus Morhua;6,01202E+11
Strandby;Havkat;A;2;;FALSK;FALSK;0;0;2;2;31;47;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;CAT;Anarhicas Spp;70120205901
Strandby;Helleflynder;E;1;;FALSK;FALSK;2;25;15;40;78;3120;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;HAL;Hippoglossus Hippoglossus;7,01202E+11
Strandby;Helleflynder;E;2;;FALSK;FALSK;1;0;5;5;102;510;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;HAL;Hippoglossus Hippoglossus;7,01202E+11
Strandby;Jomfruhummer;E;2;TRAWL;SAND;FALSK;1;20;12;12;84;1002;27.3.AS;07-01-2020;OTB;hm 492;Hm 492;;;;Denmark;;;07-01-2020;06-01-2020;06-01-2020;NEP;Nephrobs Norvegicus;7012020701
Strandby;Kuller;A;1;;SAND;FALSK;1;35;0;35;36;1260;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;HAD;Melanogrammus Aeglefinus;70120206302
Strandby;Kuller;A;2;;SAND;FALSK;3;35;24;94;27.5;2585;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;HAD;Melanogrammus Aeglefinus;70120206102
Hanstholm;Kuller;E;2;PARTRAWL;SAND;SAND;3;40;0;120;35;4140;27.4.A;07-01-2020;PTB;INS 110;"INS 110  ""Boyjohn""";22 Commercial Road;AB56 1UQ;Buckie;United Kingdom;0044-1542832137;;07-01-2020;31-12-2019;05-01-2020;HAD;Melanogrammus Aeglefinus;7,01202E+11
Hanstholm;Kulmule;A;1;PARTRAWL;SAND;SAND;3;35;0;105;59;6143;27.4.A;07-01-2020;PTB;BF 83;"BF 83  ""Audacious""";Bath House;AB42 1DX;Peterhead;United Kingdom;;morna.grieve@donfishing.com;07-01-2020;31-12-2019;05-01-2020;HKE;Merluccius Merluccius;7,01202E+11
Hanstholm;Lange;A;1;PARTRAWL;FALSK;SAND;1;0;25;25;39;975;27.4.A;07-01-2020;PTB;BF 83;"BF 83  ""Audacious""";Bath House;AB42 1DX;Peterhead;United Kingdom;;morna.grieve@donfishing.com;07-01-2020;31-12-2019;05-01-2020;LIN;Molva Molva;7,01202E+11
Hirtshals;Lange;A;1;;SAND;FALSK;1;0;35;35;34;1190;27.3.AN;07-01-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;07-01-2020;;;LIN;Molva Molva;7,01202E+11
Strandby;Lange;A;1;;SAND;FALSK;1;0;40;40;36;1440;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;LIN;Molva Molva;70120203401
Strandby;Lange;A;2;;SAND;FALSK;1;0;19;19;39;732;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;LIN;Molva Molva;70120203201
Strandby;Lyssej;A;3;;FALSK;FALSK;1;25;17;17;49;833;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;POL;Pollachius Pollachius;70120204301
Strandby;Mørksej;A;3;;SAND;FALSK;2;35;36;71;39;2769;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;POK;Pollachius Virens;70120203601
Skagen;Mørksej;E;3;TRAWL;SAND;FALSK;1;30;0;30;36;1065;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;POK;Pollachius Virens;7,01202E+11
Skagen;Mørksej;E;3;TRAWL;SAND;FALSK;2;30;0;60;36;2160;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;POK;Pollachius Virens;7,01202E+11
Strandby;Rødspætte;A;2;;SAND;FALSK;0;0;4;4;28;112;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120202701
Strandby;Rødspætte;A;2;;SAND;FALSK;1;0;32;32;32;1008;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120202101
Strandby;Rødspætte;A;3;;SAND;FALSK;1;0;41;41;26;1066;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120202001
Strandby;Rødspætte;A;3;;SAND;FALSK;1;0;10;10;27.5;275;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120202501
Strandby;Rødspætte;A;4;;SAND;FALSK;4;35;0;140;17;2380;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120201901
Strandby;Rødspætte;A;4;;SAND;FALSK;1;0;27;27;21;574;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;PLE;Pleuronectes Platessa;70120202401
Hirtshals;Rødspætte;E;2;TRAWL;SAND;FALSK;4;35;0;140;57;7910;27.3.AN;07-01-2020;OTB;L 426;"L 426 ""Anders Nees""";Havnegade 20;7680;Thyborøn;Denmark;;;07-01-2020;05-01-2020;06-01-2020;PLE;Pleuronectes Platessa;70120201102
Hanstholm;Rødspætte;E;3;TRAWL;SAND;SAND;4;30;0;120;38;4500;27.3.AN;07-01-2020;OTB;RI 527;"RI 527 ""Vibeke Bram""";;;;Denmark;;;07-01-2020;05-01-2020;06-01-2020;PLE;Pleuronectes Platessa;70120207402
Hirtshals;Rødspætte;E;3;TRAWL;SAND;FALSK;3;35;0;105;47;4883;27.3.AN;07-01-2020;OTB;L 426;"L 426 ""Anders Nees""";Havnegade 20;7680;Thyborøn;Denmark;;;07-01-2020;05-01-2020;06-01-2020;PLE;Pleuronectes Platessa;70120201205
Hirtshals;Rødspætte;E;4;TRAWL;SAND;FALSK;3;35;0;105;27;2783;27.3.AN;07-01-2020;OTB;L 426;"L 426 ""Anders Nees""";Havnegade 20;7680;Thyborøn;Denmark;;;07-01-2020;05-01-2020;06-01-2020;PLE;Pleuronectes Platessa;70120201304
Hirtshals;Skærising;A;2;;FALSK;FALSK;2;35;0;70;42;2940;27.3.AN;07-01-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;07-01-2020;;;WIT;Glyptocephalus Cynoglossus;7,01202E+11
Strandby;Skærising;A;2;;FALSK;FALSK;1;35;39;39;42;1648;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;WIT;Glyptocephalus Cynoglossus;70120205308
Strandby;Skærising;A;2;;FALSK;FALSK;4;35;0;140;44;6125;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;WIT;Glyptocephalus Cynoglossus;70120205304
Strandby;Torsk;E;2;;FALSK;FALSK;2;25;0;50;61;3025;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;COD;Gadus Morhua;70120207802
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;1;0;24;24;55;1320;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;COD;Gadus Morhua;7,01202E+11
Strandby;Torsk;E;3;;FALSK;FALSK;1;25;20;20;56;1110;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;COD;Gadus Morhua;70120207701
Skagen;Torsk;E;3;TRAWL;FALSK;FALSK;2;25;9;34;48;1615;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;COD;Gadus Morhua;7,01202E+11
Strandby;Torsk;E;4;;FALSK;FALSK;4;25;19;94;46;4277;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;COD;Gadus Morhua;70120207601
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;1;0;16;16;36;572;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;COD;Gadus Morhua;7,01202E+11
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;1;0;14;14;37;511;27. 3A;07-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;07-01-2020;;;COD;Gadus Morhua;7,01202E+11
Strandby;Torsk Indre fv.;A;2;;FALSK;FALSK;1;0;17;17;41;689;;07-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-01-2020;;;COD;Gadus Morhua;70120207301
Skagen;XDiverse;E;9;TRAWL;FALSK;FALSK;1;0;23;23;31;713;27. 3AN;07-01-2020;OTB;S 486;S 486 Sajoni;;;;Denmark;;;07-01-2020;04-01-2020;06-01-2020;MZZ;Mix;7,01202E+11
Strandby;Blålange;A;9;;FALSK;FALSK;1;0;27;27;6;162;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;BLI;Molva Dypterygia;80120206101
Strandby;Helleflynder;E;1;;FALSK;FALSK;2;25;13;38;92;3496;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;HAL;Hippoglossus Hippoglossus;8,01202E+11
Strandby;Hvilling;A;2;;FALSK;FALSK;1;0;11;11;20;220;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;WHG;Merlaugius Merlangus;80120206601
Hanstholm;Hvilling;E;2;TRAWL;FALSK;SAND;2;30;13;43;20;860;27.3.AN;08-01-2020;OTB;S 45;S 45 Sønderstrand;;;;Denmark;;;08-01-2020;06-01-2020;08-01-2020;WHG;Merlaugius Merlangus;80120201301
Strandby;Jomfruhummer;E;2;TRAWL;SAND;FALSK;1;20;9;9;73;655;27.3.AS;08-01-2020;OTB;FN 131;FN 131;;;;Denmark;;;08-01-2020;07-01-2020;07-01-2020;NEP;Nephrobs Norvegicus;80120202001
Strandby;Kulmule;A;1;;SAND;FALSK;1;0;7;7;54;378;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;HKE;Merluccius Merluccius;80120205901
Strandby;Lange;A;1;;SAND;FALSK;2;35;16;51;39;1989;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;LIN;Molva Molva;80120204701
Hanstholm;Rødspætte;E;2;TRAWL;SAND;SAND;3;35;11;81;49;3969;27.3.AN;08-01-2020;OTB;RI 566;"RI 566 ""Madsalune""";Metheasvej 1,  1.;6960;Hvide Sande;Denmark;;;08-01-2020;05-01-2020;07-01-2020;PLE;Pleuronectes Platessa;80120209401
Hirtshals;Rødspætte;E;2;TRAWL;SAND;FALSK;1;0;37;37;51;1887;27.3.AN;08-01-2020;OTB;RI 527;"RI 527 ""Vibeke Bram""";;;;Denmark;;;08-01-2020;07-01-2020;07-01-2020;PLE;Pleuronectes Platessa;80120203101
Hirtshals;Rødspætte;E;2;TRAWL;SAND;FALSK;1;30;0;30;52;1545;27;08-01-2020;OTB;L 757;"L 757  ""Aaltje Postma""";Havnegade 20;7680;Thyborøn;Denmark;40174335 Tamme Bolt;;08-01-2020;05-01-2020;07-01-2020;PLE;Pleuronectes Platessa;80120204103
Hanstholm;Rødspætte;E;3;TRAWL;SAND;SAND;3;35;32;102;30;3009;27.3.AN;08-01-2020;OTB;RI 468;"RI 468  ""Juliane""";Stormgade 8, 1. sal;6960;Hvide Sande;Denmark;20264692 - 88917088;;08-01-2020;05-01-2020;07-01-2020;PLE;Pleuronectes Platessa;80120209101
Hirtshals;Rogn;E;9;;FALSK;FALSK;2;25;28;53;120;6360;27.3.AN;08-01-2020;;FFHI;F. F. Hirtshals;J. Fibigersgade 16;9850;Hirtshals;Denmark;98941437;;08-01-2020;;;COD;Gadus morhua;8,01202E+11
Strandby;Skærising;A;2;;FALSK;FALSK;2;35;0;70;54;3745;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;WIT;Glyptocephalus Cynoglossus;80120209204
Strandby;Skærising;A;2;;FALSK;FALSK;1;35;0;35;55;1908;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;WIT;Glyptocephalus Cynoglossus;80120209203
Strandby;Skærising;A;2;;FALSK;FALSK;2;35;14;49;56;2744;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;WIT;Glyptocephalus Cynoglossus;80120209202
Strandby;Torsk;A;1;;FALSK;FALSK;0;0;7;7;58;406;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Hanstholm;Torsk;E;2;TRAWL;FALSK;SAND;2;30;0;60;66;3960;27.4.A;08-01-2020;OTB;VA 72 K;"VA 72 K ""Sjøvik""";;;;Norway;;;08-01-2020;02-01-2020;06-01-2020;COD;Gadus Morhua;8,01202E+11
Strandby;Torsk;E;2;;FALSK;FALSK;0;0;4;4;57;228;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;1;25;13;13;58;754;27. 3A;08-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;1;25;0;25;61;1525;27. 3A;08-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Skagen;Torsk;E;3;TRAWL;FALSK;FALSK;2;25;16;41;55;2245;27. 3A;08-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Skagen;Torsk;E;3;TRAWL;FALSK;FALSK;5;25;0;125;56;7031;27. 3A;08-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Strandby;Torsk Indre fv.;E;2;;FALSK;FALSK;1;0;17;17;51;859;;08-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-01-2020;;;COD;Gadus Morhua;8,01202E+11
Strandby;Blålange;A;9;;FALSK;FALSK;1;0;44;44;7;286;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;BLI;Molva Dypterygia;90120201101
Strandby;Helleflynder;E;1;;FALSK;FALSK;2;25;0;50;71;3550;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;HAL;Hippoglossus Hippoglossus;9,01202E+11
Strandby;Helleflynder;E;1;;FALSK;FALSK;1;25;30;30;96;2880;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;HAL;Hippoglossus Hippoglossus;9,01202E+11
Strandby;Helleflynder;E;1;;FALSK;FALSK;1;25;0;25;96;2400;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;HAL;Hippoglossus Hippoglossus;9,01202E+11
Strandby;Helleflynder;E;1;;FALSK;FALSK;1;25;0;25;97;2425;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;HAL;Hippoglossus Hippoglossus;9,01202E+11
Strandby;Hvilling;A;2;;FALSK;FALSK;1;0;10;10;23;225;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;WHG;Merlaugius Merlangus;90120203101
Hanstholm;Hvilling;A;9;VOD;FALSK;SAND;1;0;27;27;21;567;27.4.A;09-01-2020;SDN;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;09-01-2020;04-01-2020;07-01-2020;WHG;Merlaugius Merlangus;90120202001
Hanstholm;Ising Indre fv.;E;1;VOD;FALSK;SAND;10;30;0;300;19;5775;27.3D.24;09-01-2020;SDN;L 232;"L 232 ""Tove Kynde""";Sprogøvej 133;7680;Thyborøn;Denmark;;;09-01-2020;05-01-2020;07-01-2020;DAB;Limande Limande;9,01202E+11
Hanstholm;Kuller;A;2;VOD;SAND;SAND;15;30;23;443;40;17720;27.4.A;09-01-2020;SDN;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;09-01-2020;04-01-2020;07-01-2020;HAD;Melanogrammus Aeglefinus;9,01202E+11
Hanstholm;Kuller;A;3;VOD;SAND;SAND;3;30;29;89;32;2804;27.4.A;09-01-2020;SDN;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;09-01-2020;04-01-2020;07-01-2020;HAD;Melanogrammus Aeglefinus;9,01202E+11
Skagen;Kuller;E;1;TRAWL;SAND;FALSK;3;25;7;57;36;2024;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;HAD;Melanogrammus Aeglefinus;9,01202E+11
Skagen;Kuller;E;1;TRAWL;SAND;FALSK;1;35;12;12;39;462;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;HAD;Melanogrammus Aeglefinus;9,01202E+11
Skagen;Kuller;E;2;TRAWL;SAND;FALSK;1;0;8;8;37;292;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;HAD;Melanogrammus Aeglefinus;9,01202E+11
Hanstholm;Kulmule;E;1;TRAWL;SAND;SAND;2;20;0;40;63;2520;27.4.A;09-01-2020;OTB;H 101 AV;"H 101 AV ""Tobis""";;;;Norway;;;09-01-2020;;;HKE;Merluccius Merluccius;90120209807
Skagen;Kulso;E;9;TRAWL;FALSK;FALSK;0;0;1;1;125;63;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;LUM;Cyclopterus Lumpus;9,01202E+11
Skagen;Lange;E;2;TRAWL;FALSK;FALSK;1;0;15;15;32;464;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;LIN;Molva Molva;9,01202E+11
Skagen;Lange;E;2;TRAWL;FALSK;FALSK;0;0;5;5;34;153;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;LIN;Molva Molva;9,01202E+11
Skagen;Lyssej;E;3;TRAWL;FALSK;FALSK;0;0;2;2;25;50;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;POL;Pollachius Pollachius;9,01202E+11
Skagen;Lyssej;E;3;TRAWL;FALSK;FALSK;1;0;7;7;49;340;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;POL;Pollachius Pollachius;9,01202E+11
Strandby;Mørksej;A;3;;SAND;FALSK;1;35;0;35;31;1076;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;POK;Pollachius Virens;9012020301
Skagen;Mørksej;E;3;TRAWL;SAND;FALSK;1;0;28;28;35;980;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;POK;Pollachius Virens;9,01202E+11
Skagen;Rejer;E;9;TRAWL;SAND;FALSK;0;0;15;15;125;1875;27;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;;;PRA;pandalus borealis;9,01202E+11
Strandby;Rødspætte;A;4;;SAND;FALSK;3;35;19;89;20;1780;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;PLE;Pleuronectes Platessa;90120201701
Skagen;Skærising;E;1;TRAWL;FALSK;FALSK;1;0;26;26;82;2132;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;WIT;Glyptocephalus Cynoglossus;9,01202E+11
Skagen;Skærising;E;1;TRAWL;FALSK;FALSK;1;0;42;42;83;3486;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;WIT;Glyptocephalus Cynoglossus;9,01202E+11
Hanstholm;Skrubber Indre;E;9;VOD;FALSK;SAND;6;35;0;210;10;2100;27.3D.24;09-01-2020;SDN;L 232;"L 232 ""Tove Kynde""";Sprogøvej 133;7680;Thyborøn;Denmark;;;09-01-2020;05-01-2020;07-01-2020;FLE;Platichthys Flesus;9,01202E+11
Hanstholm;Torsk;A;2;TRAWL;FALSK;SAND;1;0;13;13;47;611;27.4.A;09-01-2020;OTB;H 187 AV;"H 187 AV ""Haraldsson""";;;;Norway;;;09-01-2020;;;COD;Gadus Morhua;90120206701
Hanstholm;Torsk;E;1;VOD;FALSK;SAND;3;0;75;75;63;4725;27.4.A;09-01-2020;SDN;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;09-01-2020;04-01-2020;07-01-2020;COD;Gadus Morhua;90120207306
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;1;0;12;12;61;726;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;COD;Gadus Morhua;9,01202E+11
Skagen;Torsk;E;2;TRAWL;FALSK;FALSK;2;25;8;33;62;2030;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;COD;Gadus Morhua;9,01202E+11
Strandby;Torsk;E;3;;FALSK;FALSK;1;25;0;25;57;1425;;09-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-01-2020;;;COD;Gadus Morhua;90120206501
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;1;0;20;20;30;600;27. 3AN;09-01-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;09-01-2020;07-01-2020;08-01-2020;COD;Gadus Morhua;9,01202E+11
Skagen;Torsk;E;4;TRAWL;FALSK;FALSK;1;0;34;34;35;1190;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;COD;Gadus Morhua;9,01202E+11
Skagen;XDiverse;E;9;TRAWL;FALSK;FALSK;1;0;11;11;25;275;27. 3A;09-01-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;09-01-2020;;;MZZ;Mix;9,01202E+11
Strandby;Havtaske;A;3;;FALSK;FALSK;1;35;22;22;56;1227;;10-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;10-01-2020;;;MON;Lophius Piscatorius;1,0012E+12
Strandby;Helleflynder;A;2;;FALSK;FALSK;0;0;3;3;50;150;;10-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;10-01-2020;;;HAL;Hippoglossus Hippoglossus;1,0012E+11
Strandby;Helleflynder;E;1;;FALSK;FALSK;1;25;0;25;63;1575;;10-01-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;10-01-2020;;;HAL;Hippoglossus Hippoglossus;1,0012E+12
Hanstholm;Hvilling;A;1;TRAWL;FALSK;SAND;2;30;0;60;26;1560;27.3.AN;10-01-2020;OTB;RI 436;"RI 436 ""Vilja""";;;;Denmark;;;10-01-2020;05-01-2020;09-01-2020;WHG;Merlaugius Merlangus;1,0012E+12
